filename,predicted_code,predicted_char,confidence,true_code,is_correct
synth_170_cordia_classic.png,170,ช,99.90%,170,True
synth_170_leelawadee_bold.png,170,ช,97.26%,170,True
synth_170_leelawadee_modern.png,170,ช,99.31%,170,True
synth_170_tahoma_slant.png,170,ช,99.30%,170,True
synth_170_tahoma_std.png,170,ช,99.34%,170,True
synth_171_angsana_formal.png,171,ซ,99.86%,171,True
synth_171_cordia_classic.png,171,ซ,93.72%,171,True
synth_171_leelawadee_bold.png,171,ซ,99.54%,171,True
synth_171_leelawadee_modern.png,171,ซ,97.71%,171,True
synth_171_tahoma_slant.png,171,ซ,93.00%,171,True
synth_171_tahoma_std.png,171,ซ,95.91%,171,True
synth_173_angsana_formal.png,173,ญ,80.19%,173,True
synth_173_cordia_classic.png,173,ญ,98.89%,173,True
synth_173_leelawadee_bold.png,173,ญ,85.13%,173,True
synth_173_leelawadee_modern.png,173,ญ,91.68%,173,True
synth_173_tahoma_slant.png,173,ญ,95.13%,173,True
synth_173_tahoma_std.png,173,ญ,98.43%,173,True
synth_175_angsana_formal.png,175,ฏ,100.00%,175,True
synth_175_cordia_classic.png,175,ฏ,100.00%,175,True
synth_175_leelawadee_bold.png,175,ฏ,99.94%,175,True
synth_175_leelawadee_modern.png,175,ฏ,99.99%,175,True
synth_175_tahoma_slant.png,175,ฏ,99.86%,175,True
synth_175_tahoma_std.png,175,ฏ,100.00%,175,True
synth_176_angsana_formal.png,176,ฐ,66.10%,176,True
synth_176_cordia_classic.png,176,ฐ,76.66%,176,True
synth_176_leelawadee_bold.png,176,ฐ,91.23%,176,True
synth_176_leelawadee_modern.png,176,ฐ,93.77%,176,True
synth_176_tahoma_slant.png,176,ฐ,95.54%,176,True
synth_176_tahoma_std.png,176,ฐ,95.38%,176,True
synth_177_angsana_formal.png,210,า,24.57%,177,False
synth_177_cordia_classic.png,210,า,70.54%,177,False
synth_177_leelawadee_bold.png,178,ฒ,84.91%,177,False
synth_177_leelawadee_modern.png,178,ฒ,42.46%,177,False
synth_177_tahoma_slant.png,210,า,22.95%,177,False
synth_177_tahoma_std.png,210,า,18.25%,177,False
synth_178_angsana_formal.png,178,ฒ,99.99%,178,True
synth_178_cordia_classic.png,178,ฒ,99.99%,178,True
synth_178_leelawadee_bold.png,178,ฒ,99.90%,178,True
synth_178_leelawadee_modern.png,178,ฒ,100.00%,178,True
synth_178_tahoma_slant.png,178,ฒ,99.95%,178,True
synth_178_tahoma_std.png,178,ฒ,99.96%,178,True
synth_179_angsana_formal.png,179,ณ,100.00%,179,True
synth_179_cordia_classic.png,179,ณ,100.00%,179,True
synth_179_leelawadee_bold.png,179,ณ,99.85%,179,True
synth_179_leelawadee_modern.png,179,ณ,99.99%,179,True
synth_179_tahoma_slant.png,179,ณ,100.00%,179,True
synth_179_tahoma_std.png,179,ณ,100.00%,179,True
synth_180_angsana_formal.png,180,ด,98.66%,180,True
synth_180_cordia_classic.png,180,ด,99.60%,180,True
synth_180_leelawadee_bold.png,180,ด,98.21%,180,True
synth_180_leelawadee_modern.png,180,ด,99.91%,180,True
synth_180_tahoma_slant.png,180,ด,99.71%,180,True
synth_180_tahoma_std.png,180,ด,99.69%,180,True
synth_181_angsana_formal.png,181,ต,94.43%,181,True
synth_181_cordia_classic.png,181,ต,97.13%,181,True
synth_181_leelawadee_bold.png,181,ต,91.80%,181,True
synth_181_leelawadee_modern.png,181,ต,99.56%,181,True
synth_181_tahoma_slant.png,181,ต,94.08%,181,True
synth_181_tahoma_std.png,181,ต,97.68%,181,True
synth_182_angsana_formal.png,182,ถ,99.80%,182,True
synth_182_cordia_classic.png,182,ถ,99.53%,182,True
synth_182_leelawadee_bold.png,197,ล,54.89%,182,False
synth_182_leelawadee_modern.png,182,ถ,83.22%,182,True
synth_182_tahoma_slant.png,182,ถ,99.00%,182,True
synth_182_tahoma_std.png,182,ถ,99.83%,182,True
synth_183_angsana_formal.png,183,ท,99.72%,183,True
synth_183_cordia_classic.png,183,ท,99.45%,183,True
synth_183_leelawadee_bold.png,183,ท,96.90%,183,True
synth_183_leelawadee_modern.png,183,ท,90.82%,183,True
synth_183_tahoma_slant.png,183,ท,99.66%,183,True
synth_183_tahoma_std.png,183,ท,99.48%,183,True
synth_184_angsana_formal.png,184,ธ,99.98%,184,True
synth_184_cordia_classic.png,184,ธ,93.78%,184,True
synth_184_leelawadee_bold.png,184,ธ,99.33%,184,True
synth_184_leelawadee_modern.png,184,ธ,86.27%,184,True
synth_184_tahoma_slant.png,184,ธ,99.96%,184,True
synth_184_tahoma_std.png,184,ธ,99.96%,184,True
synth_185_angsana_formal.png,185,น,99.94%,185,True
synth_185_cordia_classic.png,185,น,99.96%,185,True
synth_185_leelawadee_bold.png,185,น,99.93%,185,True
synth_185_leelawadee_modern.png,185,น,99.96%,185,True
synth_185_tahoma_slant.png,185,น,99.91%,185,True
synth_185_tahoma_std.png,185,น,99.92%,185,True
synth_186_angsana_formal.png,186,บ,99.63%,186,True
synth_186_cordia_classic.png,186,บ,99.90%,186,True
synth_186_leelawadee_bold.png,186,บ,88.01%,186,True
synth_186_leelawadee_modern.png,186,บ,99.85%,186,True
synth_186_tahoma_slant.png,186,บ,91.19%,186,True
synth_186_tahoma_std.png,186,บ,96.03%,186,True
synth_187_angsana_formal.png,187,ป,99.99%,187,True
synth_187_cordia_classic.png,187,ป,100.00%,187,True
synth_187_leelawadee_bold.png,187,ป,99.51%,187,True
synth_187_leelawadee_modern.png,187,ป,99.97%,187,True
synth_187_tahoma_slant.png,187,ป,99.92%,187,True
synth_187_tahoma_std.png,187,ป,99.99%,187,True
synth_188_angsana_formal.png,188,ผ,100.00%,188,True
synth_188_cordia_classic.png,188,ผ,100.00%,188,True
synth_188_leelawadee_bold.png,188,ผ,100.00%,188,True
synth_188_leelawadee_modern.png,188,ผ,100.00%,188,True
synth_188_tahoma_slant.png,188,ผ,100.00%,188,True
synth_188_tahoma_std.png,188,ผ,100.00%,188,True
synth_189_angsana_formal.png,189,ฝ,99.97%,189,True
synth_189_cordia_classic.png,189,ฝ,100.00%,189,True
synth_189_leelawadee_bold.png,189,ฝ,100.00%,189,True
synth_189_leelawadee_modern.png,189,ฝ,100.00%,189,True
synth_189_tahoma_slant.png,189,ฝ,100.00%,189,True
synth_189_tahoma_std.png,189,ฝ,100.00%,189,True
synth_190_angsana_formal.png,190,พ,99.50%,190,True
synth_190_cordia_classic.png,190,พ,99.74%,190,True
synth_190_leelawadee_bold.png,190,พ,99.95%,190,True
synth_190_leelawadee_modern.png,190,พ,99.89%,190,True
synth_190_tahoma_slant.png,190,พ,99.87%,190,True
synth_190_tahoma_std.png,190,พ,99.81%,190,True
synth_191_angsana_formal.png,191,ฟ,99.98%,191,True
synth_191_cordia_classic.png,191,ฟ,100.00%,191,True
synth_191_leelawadee_bold.png,191,ฟ,99.88%,191,True
synth_191_leelawadee_modern.png,191,ฟ,99.98%,191,True
synth_191_tahoma_slant.png,191,ฟ,99.33%,191,True
synth_191_tahoma_std.png,191,ฟ,99.99%,191,True
synth_192_angsana_formal.png,192,ภ,98.15%,192,True
synth_192_cordia_classic.png,192,ภ,99.52%,192,True
synth_192_leelawadee_bold.png,192,ภ,93.86%,192,True
synth_192_leelawadee_modern.png,192,ภ,99.65%,192,True
synth_192_tahoma_slant.png,192,ภ,98.34%,192,True
synth_192_tahoma_std.png,192,ภ,99.81%,192,True
synth_193_angsana_formal.png,193,ม,95.81%,193,True
synth_193_cordia_classic.png,193,ม,99.92%,193,True
synth_193_leelawadee_bold.png,193,ม,98.83%,193,True
synth_193_leelawadee_modern.png,193,ม,99.52%,193,True
synth_193_tahoma_slant.png,193,ม,97.60%,193,True
synth_193_tahoma_std.png,193,ม,98.48%,193,True
synth_194_angsana_formal.png,194,ย,99.92%,194,True
synth_194_cordia_classic.png,194,ย,99.60%,194,True
synth_194_leelawadee_bold.png,194,ย,97.19%,194,True
synth_194_leelawadee_modern.png,194,ย,99.96%,194,True
synth_194_tahoma_slant.png,194,ย,99.91%,194,True
synth_194_tahoma_std.png,194,ย,99.92%,194,True
synth_195_angsana_formal.png,195,ร,99.91%,195,True
synth_195_cordia_classic.png,195,ร,95.90%,195,True
synth_195_leelawadee_bold.png,195,ร,99.53%,195,True
synth_195_leelawadee_modern.png,195,ร,99.74%,195,True
synth_195_tahoma_slant.png,195,ร,99.98%,195,True
synth_195_tahoma_std.png,195,ร,100.00%,195,True
synth_196_angsana_formal.png,196,ฤ,99.89%,196,True
synth_196_cordia_classic.png,196,ฤ,99.94%,196,True
synth_196_leelawadee_bold.png,196,ฤ,39.34%,196,True
synth_196_leelawadee_modern.png,196,ฤ,72.25%,196,True
synth_196_tahoma_slant.png,196,ฤ,96.54%,196,True
synth_196_tahoma_std.png,196,ฤ,63.85%,196,True
synth_197_angsana_formal.png,197,ล,99.74%,197,True
synth_197_cordia_classic.png,197,ล,93.58%,197,True
synth_197_leelawadee_bold.png,197,ล,99.52%,197,True
synth_197_leelawadee_modern.png,197,ล,99.06%,197,True
synth_197_tahoma_slant.png,197,ล,94.77%,197,True
synth_197_tahoma_std.png,197,ล,98.38%,197,True
synth_199_angsana_formal.png,199,ว,55.63%,199,True
synth_199_cordia_classic.png,199,ว,93.38%,199,True
synth_199_leelawadee_bold.png,199,ว,69.57%,199,True
synth_199_leelawadee_modern.png,199,ว,62.53%,199,True
synth_199_tahoma_slant.png,199,ว,65.60%,199,True
synth_199_tahoma_std.png,199,ว,89.25%,199,True
synth_200_angsana_formal.png,200,ศ,100.00%,200,True
synth_200_cordia_classic.png,200,ศ,100.00%,200,True
synth_200_leelawadee_bold.png,200,ศ,71.88%,200,True
synth_200_leelawadee_modern.png,200,ศ,99.98%,200,True
synth_200_tahoma_slant.png,200,ศ,99.99%,200,True
synth_200_tahoma_std.png,200,ศ,99.99%,200,True
synth_201_angsana_formal.png,201,ษ,99.89%,201,True
synth_201_cordia_classic.png,201,ษ,99.98%,201,True
synth_201_leelawadee_bold.png,201,ษ,99.99%,201,True
synth_201_leelawadee_modern.png,201,ษ,100.00%,201,True
synth_201_tahoma_slant.png,201,ษ,99.99%,201,True
synth_201_tahoma_std.png,201,ษ,100.00%,201,True
synth_202_angsana_formal.png,202,ส,100.00%,202,True
synth_202_cordia_classic.png,202,ส,99.99%,202,True
synth_202_leelawadee_bold.png,202,ส,100.00%,202,True
synth_202_leelawadee_modern.png,202,ส,100.00%,202,True
synth_202_tahoma_slant.png,202,ส,100.00%,202,True
synth_202_tahoma_std.png,202,ส,100.00%,202,True
synth_203_angsana_formal.png,203,ห,99.95%,203,True
synth_203_cordia_classic.png,203,ห,99.97%,203,True
synth_203_leelawadee_bold.png,203,ห,99.94%,203,True
synth_203_leelawadee_modern.png,203,ห,99.98%,203,True
synth_203_tahoma_slant.png,203,ห,99.96%,203,True
synth_203_tahoma_std.png,203,ห,99.96%,203,True
synth_204_angsana_formal.png,190,พ,84.12%,204,False
synth_204_cordia_classic.png,204,ฬ,70.67%,204,True
synth_204_leelawadee_bold.png,204,ฬ,69.27%,204,True
synth_204_leelawadee_modern.png,204,ฬ,70.01%,204,True
synth_204_tahoma_slant.png,204,ฬ,97.36%,204,True
synth_204_tahoma_std.png,204,ฬ,72.32%,204,True
synth_205_angsana_formal.png,205,อ,99.94%,205,True
synth_205_cordia_classic.png,205,อ,99.93%,205,True
synth_205_leelawadee_bold.png,205,อ,99.91%,205,True
synth_205_leelawadee_modern.png,205,อ,99.99%,205,True
synth_205_tahoma_slant.png,205,อ,100.00%,205,True
synth_205_tahoma_std.png,205,อ,100.00%,205,True
synth_206_angsana_formal.png,206,ฮ,99.98%,206,True
synth_206_cordia_classic.png,206,ฮ,99.97%,206,True
synth_206_leelawadee_bold.png,206,ฮ,98.08%,206,True
synth_206_leelawadee_modern.png,206,ฮ,99.90%,206,True
synth_206_tahoma_slant.png,206,ฮ,99.94%,206,True
synth_206_tahoma_std.png,206,ฮ,99.95%,206,True
synth_207_angsana_formal.png,207,ฯ,99.81%,207,True
synth_207_cordia_classic.png,207,ฯ,99.35%,207,True
synth_207_leelawadee_bold.png,207,ฯ,99.98%,207,True
synth_207_leelawadee_modern.png,207,ฯ,99.94%,207,True
synth_207_tahoma_slant.png,207,ฯ,99.72%,207,True
synth_207_tahoma_std.png,207,ฯ,99.97%,207,True
synth_209_angsana_formal.png,209,ั,99.89%,209,True
synth_209_cordia_classic.png,209,ั,99.63%,209,True
synth_209_leelawadee_bold.png,209,ั,75.55%,209,True
synth_209_leelawadee_modern.png,209,ั,95.76%,209,True
synth_209_tahoma_slant.png,209,ั,99.47%,209,True
synth_209_tahoma_std.png,209,ั,99.81%,209,True
synth_210_angsana_formal.png,210,า,99.98%,210,True
synth_210_cordia_classic.png,210,า,100.00%,210,True
synth_210_leelawadee_bold.png,210,า,100.00%,210,True
synth_210_leelawadee_modern.png,210,า,99.97%,210,True
synth_210_tahoma_slant.png,210,า,99.99%,210,True
synth_210_tahoma_std.png,210,า,99.99%,210,True
synth_212_angsana_formal.png,212,ิ,98.95%,212,True
synth_212_cordia_classic.png,212,ิ,97.80%,212,True
synth_212_leelawadee_bold.png,212,ิ,82.28%,212,True
synth_212_leelawadee_modern.png,212,ิ,65.28%,212,True
synth_212_tahoma_slant.png,212,ิ,99.97%,212,True
synth_212_tahoma_std.png,212,ิ,99.99%,212,True
synth_213_angsana_formal.png,213,ี,99.77%,213,True
synth_213_cordia_classic.png,213,ี,98.28%,213,True
synth_213_leelawadee_bold.png,213,ี,98.82%,213,True
synth_213_leelawadee_modern.png,213,ี,98.60%,213,True
synth_213_tahoma_slant.png,213,ี,99.46%,213,True
synth_213_tahoma_std.png,213,ี,99.51%,213,True
synth_214_angsana_formal.png,214,ึ,99.83%,214,True
synth_214_cordia_classic.png,214,ึ,99.69%,214,True
synth_214_leelawadee_bold.png,214,ึ,96.73%,214,True
synth_214_leelawadee_modern.png,214,ึ,98.70%,214,True
synth_214_tahoma_slant.png,214,ึ,53.36%,214,True
synth_214_tahoma_std.png,214,ึ,93.78%,214,True
synth_215_angsana_formal.png,215,ื,97.60%,215,True
synth_215_cordia_classic.png,215,ื,96.23%,215,True
synth_215_leelawadee_bold.png,215,ื,88.62%,215,True
synth_215_leelawadee_modern.png,213,ี,83.33%,215,False
synth_215_tahoma_slant.png,215,ื,73.54%,215,True
synth_215_tahoma_std.png,215,ื,79.06%,215,True
synth_216_angsana_formal.png,216,ุ,75.69%,216,True
synth_216_cordia_classic.png,216,ุ,95.90%,216,True
synth_216_leelawadee_bold.png,216,ุ,45.43%,216,True
synth_216_leelawadee_modern.png,168,จ,44.83%,216,False
synth_216_tahoma_slant.png,213,ี,21.70%,216,False
synth_216_tahoma_std.png,168,จ,57.04%,216,False
synth_217_angsana_formal.png,217,ู,75.81%,217,True
synth_217_cordia_classic.png,217,ู,96.01%,217,True
synth_217_leelawadee_bold.png,233,้,60.73%,217,False
synth_217_leelawadee_modern.png,209,ั,50.90%,217,False
synth_217_tahoma_slant.png,209,ั,88.10%,217,False
synth_217_tahoma_std.png,217,ู,52.49%,217,True
synth_224_angsana_formal.png,224,เ,99.40%,224,True
synth_224_cordia_classic.png,224,เ,81.52%,224,True
synth_224_leelawadee_bold.png,224,เ,99.98%,224,True
synth_224_leelawadee_modern.png,224,เ,99.91%,224,True
synth_224_tahoma_slant.png,224,เ,99.83%,224,True
synth_224_tahoma_std.png,224,เ,100.00%,224,True
synth_225_angsana_formal.png,225,แ,96.32%,225,True
synth_225_cordia_classic.png,225,แ,99.81%,225,True
synth_225_leelawadee_bold.png,225,แ,99.96%,225,True
synth_225_leelawadee_modern.png,225,แ,99.96%,225,True
synth_225_tahoma_slant.png,225,แ,100.00%,225,True
synth_225_tahoma_std.png,225,แ,99.99%,225,True
synth_226_angsana_formal.png,226,โ,99.99%,226,True
synth_226_cordia_classic.png,226,โ,99.93%,226,True
synth_226_leelawadee_bold.png,226,โ,98.47%,226,True
synth_226_leelawadee_modern.png,226,โ,99.97%,226,True
synth_226_tahoma_slant.png,226,โ,99.59%,226,True
synth_226_tahoma_std.png,226,โ,99.87%,226,True
synth_227_angsana_formal.png,227,ใ,99.96%,227,True
synth_227_cordia_classic.png,227,ใ,99.90%,227,True
synth_227_leelawadee_bold.png,227,ใ,94.01%,227,True
synth_227_leelawadee_modern.png,227,ใ,98.96%,227,True
synth_227_tahoma_slant.png,227,ใ,98.42%,227,True
synth_227_tahoma_std.png,227,ใ,99.48%,227,True
synth_228_angsana_formal.png,228,ไ,99.98%,228,True
synth_228_cordia_classic.png,228,ไ,99.97%,228,True
synth_228_leelawadee_bold.png,228,ไ,99.98%,228,True
synth_228_leelawadee_modern.png,228,ไ,100.00%,228,True
synth_228_tahoma_slant.png,228,ไ,100.00%,228,True
synth_228_tahoma_std.png,228,ไ,99.99%,228,True
synth_229_angsana_formal.png,210,า,99.88%,229,False
synth_229_cordia_classic.png,210,า,99.98%,229,False
synth_229_leelawadee_bold.png,210,า,99.99%,229,False
synth_229_leelawadee_modern.png,210,า,99.81%,229,False
synth_229_tahoma_slant.png,210,า,99.95%,229,False
synth_229_tahoma_std.png,210,า,99.99%,229,False
synth_230_angsana_formal.png,230,ๆ,52.68%,230,True
synth_230_cordia_classic.png,230,ๆ,70.19%,230,True
synth_230_leelawadee_bold.png,210,า,73.01%,230,False
synth_230_leelawadee_modern.png,230,ๆ,70.29%,230,True
synth_230_tahoma_slant.png,230,ๆ,78.08%,230,True
synth_230_tahoma_std.png,230,ๆ,85.62%,230,True
synth_231_angsana_formal.png,248,๘,38.94%,231,False
synth_231_cordia_classic.png,231,็,92.42%,231,True
synth_231_leelawadee_bold.png,202,ส,56.30%,231,False
synth_231_leelawadee_modern.png,202,ส,47.29%,231,False
synth_231_tahoma_slant.png,231,็,82.24%,231,True
synth_231_tahoma_std.png,231,็,84.35%,231,True
synth_232_angsana_formal.png,216,ุ,30.91%,232,False
synth_232_cordia_classic.png,232,่,13.60%,232,True
synth_232_leelawadee_bold.png,213,ี,28.95%,232,False
synth_232_leelawadee_modern.png,210,า,31.47%,232,False
synth_232_tahoma_slant.png,210,า,72.05%,232,False
synth_232_tahoma_std.png,209,ั,16.74%,232,False
synth_233_angsana_formal.png,233,้,98.57%,233,True
synth_233_cordia_classic.png,233,้,99.34%,233,True
synth_233_leelawadee_bold.png,233,้,97.57%,233,True
synth_233_leelawadee_modern.png,233,้,98.18%,233,True
synth_233_tahoma_slant.png,233,้,82.50%,233,True
synth_233_tahoma_std.png,233,้,85.02%,233,True
synth_234_angsana_formal.png,210,า,18.30%,234,False
synth_234_cordia_classic.png,234,๊,99.75%,234,True
synth_234_leelawadee_bold.png,234,๊,89.01%,234,True
synth_234_leelawadee_modern.png,234,๊,50.24%,234,True
synth_234_tahoma_slant.png,234,๊,87.89%,234,True
synth_234_tahoma_std.png,234,๊,99.94%,234,True
synth_236_angsana_formal.png,236,์,99.99%,236,True
synth_236_cordia_classic.png,236,์,99.99%,236,True
synth_236_leelawadee_bold.png,236,์,99.91%,236,True
synth_236_leelawadee_modern.png,236,์,81.74%,236,True
synth_236_tahoma_slant.png,236,์,99.99%,236,True
synth_236_tahoma_std.png,236,์,99.99%,236,True
synth_240_angsana_formal.png,240,๐,62.21%,240,True
synth_240_cordia_classic.png,240,๐,95.00%,240,True
synth_240_leelawadee_bold.png,240,๐,93.12%,240,True
synth_240_leelawadee_modern.png,240,๐,99.77%,240,True
synth_240_tahoma_slant.png,240,๐,62.20%,240,True
synth_240_tahoma_std.png,240,๐,87.26%,240,True
synth_241_angsana_formal.png,241,๑,100.00%,241,True
synth_241_cordia_classic.png,241,๑,89.39%,241,True
synth_241_leelawadee_bold.png,241,๑,99.98%,241,True
synth_241_leelawadee_modern.png,241,๑,100.00%,241,True
synth_241_tahoma_slant.png,241,๑,99.99%,241,True
synth_241_tahoma_std.png,241,๑,99.96%,241,True
synth_242_angsana_formal.png,242,๒,100.00%,242,True
synth_242_cordia_classic.png,242,๒,99.71%,242,True
synth_242_leelawadee_bold.png,242,๒,99.99%,242,True
synth_242_leelawadee_modern.png,242,๒,100.00%,242,True
synth_242_tahoma_slant.png,242,๒,99.80%,242,True
synth_242_tahoma_std.png,242,๒,94.69%,242,True
synth_243_angsana_formal.png,243,๓,100.00%,243,True
synth_243_cordia_classic.png,243,๓,99.78%,243,True
synth_243_leelawadee_bold.png,243,๓,98.85%,243,True
synth_243_leelawadee_modern.png,243,๓,99.99%,243,True
synth_243_tahoma_slant.png,243,๓,99.86%,243,True
synth_243_tahoma_std.png,243,๓,99.93%,243,True
synth_244_angsana_formal.png,244,๔,99.98%,244,True
synth_244_cordia_classic.png,244,๔,83.06%,244,True
synth_244_leelawadee_bold.png,231,็,28.48%,244,False
synth_244_leelawadee_modern.png,244,๔,83.29%,244,True
synth_244_tahoma_slant.png,244,๔,29.15%,244,True
synth_244_tahoma_std.png,244,๔,66.04%,244,True
synth_245_angsana_formal.png,245,๕,100.00%,245,True
synth_245_cordia_classic.png,245,๕,89.02%,245,True
synth_245_leelawadee_bold.png,245,๕,53.03%,245,True
synth_245_leelawadee_modern.png,245,๕,98.91%,245,True
synth_245_tahoma_slant.png,245,๕,98.85%,245,True
synth_245_tahoma_std.png,245,๕,95.29%,245,True
synth_246_angsana_formal.png,246,๖,100.00%,246,True
synth_246_cordia_classic.png,246,๖,99.70%,246,True
synth_246_leelawadee_bold.png,246,๖,99.01%,246,True
synth_246_leelawadee_modern.png,246,๖,99.74%,246,True
synth_246_tahoma_slant.png,246,๖,92.17%,246,True
synth_246_tahoma_std.png,246,๖,67.06%,246,True
synth_247_angsana_formal.png,247,๗,99.99%,247,True
synth_247_cordia_classic.png,247,๗,88.59%,247,True
synth_247_leelawadee_bold.png,247,๗,96.06%,247,True
synth_247_leelawadee_modern.png,247,๗,97.40%,247,True
synth_247_tahoma_slant.png,243,๓,32.47%,247,False
synth_247_tahoma_std.png,247,๗,61.89%,247,True
synth_248_angsana_formal.png,248,๘,99.93%,248,True
synth_248_cordia_classic.png,231,็,74.64%,248,False
synth_248_leelawadee_bold.png,231,็,72.13%,248,False
synth_248_leelawadee_modern.png,248,๘,74.02%,248,True
synth_248_tahoma_slant.png,248,๘,52.05%,248,True
synth_248_tahoma_std.png,248,๘,75.34%,248,True
synth_249_angsana_formal.png,249,๙,100.00%,249,True
synth_249_cordia_classic.png,210,า,81.47%,249,False
synth_249_leelawadee_bold.png,202,ส,62.02%,249,False
synth_249_leelawadee_modern.png,202,ส,98.62%,249,False
synth_249_tahoma_slant.png,202,ส,99.77%,249,False
synth_249_tahoma_std.png,202,ส,93.50%,249,False
